keyword,totalCount,totalPledgeCount,totalCandidateCount,electedCount,electedPledgeCount,electedCandidateCount,electedCountPerCandidate,nonElectedCount,nonElectedPledgeCount,nonElectedCandidateCount,nonElectedCountPerCandidate,perCandidateDifference,moreObservedIn
인력난 해소,10,10,10,4,4,4,0.0165,6,6,6,0.0152,0.0013,elected
자긍심 고취,10,10,10,4,4,4,0.0165,6,6,6,0.0152,0.0013,elected
전담부서 신설,10,10,9,4,4,4,0.0165,6,6,5,0.0152,0.0013,elected
좋은 교육,10,10,9,4,4,4,0.0165,6,6,5,0.0152,0.0013,elected
주거 단지,10,10,9,4,4,4,0.0165,6,6,5,0.0152,0.0013,elected
주거 생활,10,10,10,4,4,4,0.0165,6,6,6,0.0152,0.0013,elected
지속 가능한 성장,10,10,10,4,4,4,0.0165,6,6,6,0.0152,0.0013,elected
평화경제특구 지정,10,10,8,4,4,3,0.0165,6,6,5,0.0152,0.0013,elected
행정 복지,10,10,9,4,4,4,0.0165,6,6,5,0.0152,0.0013,elected
개발 민간,11,11,11,4,4,4,0.0165,7,7,7,0.0177,-0.0012,non-elected
과밀학급 해소,11,11,11,4,4,4,0.0165,7,7,7,0.0177,-0.0012,non-elected
관광 동선,11,11,10,4,4,3,0.0165,7,7,7,0.0177,-0.0012,non-elected
사계절 관광,11,11,11,4,4,4,0.0165,7,7,7,0.0177,-0.0012,non-elected
시니어 일자리,11,11,11,4,4,4,0.0165,7,7,7,0.0177,-0.0012,non-elected
외국인 근로자,11,11,11,4,4,4,0.0165,7,7,7,0.0177,-0.0012,non-elected
전면 무료화,11,11,10,4,4,3,0.0165,7,7,7,0.0177,-0.0012,non-elected
철도망 확충,11,11,10,4,4,4,0.0165,7,7,6,0.0177,-0.0012,non-elected
청년 기업,11,11,11,4,4,4,0.0165,7,7,7,0.0177,-0.0012,non-elected
tf 가동,11,11,10,4,4,4,0.0165,7,7,6,0.0177,-0.0012,non-elected
취업 창업,18,18,18,7,7,7,0.0288,11,11,11,0.0278,0.001,elected
지역화폐 지급,24,24,24,9,9,9,0.037,15,15,15,0.0379,-0.0009,non-elected
프로그램 개발,24,24,23,9,9,8,0.037,15,15,15,0.0379,-0.0009,non-elected
돌봄 공백,26,26,25,10,10,10,0.0412,16,16,15,0.0404,0.0008,elected
개발 이익,16,16,16,6,6,6,0.0247,10,10,10,0.0253,-0.0006,non-elected
관광상품 개발,16,16,16,6,6,6,0.0247,10,10,10,0.0253,-0.0006,non-elected
보육 교육,16,16,16,6,6,6,0.0247,10,10,10,0.0253,-0.0006,non-elected
산업 교통,16,16,16,6,6,6,0.0247,10,10,10,0.0253,-0.0006,non-elected
원도심 상권,16,16,14,6,6,5,0.0247,10,10,9,0.0253,-0.0006,non-elected
정착 패키지,16,16,16,6,6,6,0.0247,10,10,10,0.0253,-0.0006,non-elected
개발 상권,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
경로당 마을회관,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
경부선 철도,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
경북 행정통합,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
공동 개발,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
공원 녹지,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
공원 주차장,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
관광 지역상권,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
관광객 증가 지역경제,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
광역버스 증차,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
교육 여건,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
교육 진로,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
교육 훈련,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
교통 의료,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
규제 샌드박스,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
금정산 국립공원,5,5,4,2,2,1,0.0082,3,3,3,0.0076,0.0006,elected
기능 결합한,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
기술 접목한,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
기업 모이,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
노선 재설계,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
대도시권 광역교통,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
대응할 있는,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
대장 홍대선,5,5,4,2,2,1,0.0082,3,3,3,0.0076,0.0006,elected
도입 교통,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
로컬 크리에이터,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
매칭 플랫폼,5,5,4,2,2,1,0.0082,3,3,3,0.0076,0.0006,elected
멘토링 프로그램,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
문턱 낮추고,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
문화 거리,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
문화 소비,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
문화 활동,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
미세먼지 저감,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
미팅 정례화,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
발굴 시스템,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
방과 돌봄,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
보육 인프라,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
보행 동선,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
복원 정비,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
복잡한 절차,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
산업 벨트,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
산업 확장,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
생산자 소비자,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
소비 지역경제 선순환,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
소상공인 금융,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
수익 공유하,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
시설 인프라,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
시스템 시범,5,5,4,2,2,1,0.0082,3,3,3,0.0076,0.0006,elected
실태조사 실시,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
안전 돌봄,5,5,4,2,2,2,0.0082,3,3,2,0.0076,0.0006,elected
안전 문제,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
안전 점검,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
양극화 해소,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
어르신 삶의,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
예술 교육,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
유치 본격화,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
유치 연구개발,5,5,4,2,2,1,0.0082,3,3,3,0.0076,0.0006,elected
일자리 넘치,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
일자리 연결,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
일자리 통합,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
전시성 행사,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
조속한 착공,5,5,4,2,2,2,0.0082,3,3,2,0.0076,0.0006,elected
주거 시설,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
주요 도로,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
즉각 대응하,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
직거래 플랫폼,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
질을 높이고,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
창업 기업,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
첨단 ict,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
청년 1인가구,5,5,4,2,2,2,0.0082,3,3,2,0.0076,0.0006,elected
청년 떠나지 않는,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
청년 자산형성,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
청년 주택,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
청소년 대상,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
청소년 성장,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
체육대회 유치,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
초등 돌봄,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
최저가격 보장제,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
축제 공연,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
축제 문화,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
탄소중립 선도도시,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
프로그램 가동,5,5,4,2,2,2,0.0082,3,3,2,0.0076,0.0006,elected
학교 시설,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
행정 처리,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
혁신지구 지정,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
확충 도로,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
활력 불어넣고,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
ai 안부,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
ai 특화,5,5,5,2,2,2,0.0082,3,3,3,0.0076,0.0006,elected
긴밀한 협력,13,13,9,5,5,5,0.0206,8,8,4,0.0202,0.0004,elected
대상지 선정,13,13,13,5,5,5,0.0206,8,8,8,0.0202,0.0004,elected
수요응답형 버스,13,13,13,5,5,5,0.0206,8,8,8,0.0202,0.0004,elected
중심지 육성,13,13,13,5,5,5,0.0206,8,8,8,0.0202,0.0004,elected
경제 문화,8,8,8,3,3,3,0.0123,5,5,5,0.0126,-0.0003,non-elected
교육 거점,8,8,8,3,3,3,0.0123,5,5,5,0.0126,-0.0003,non-elected
국제학교 유치,8,8,8,3,3,3,0.0123,5,5,5,0.0126,-0.0003,non-elected
권역별 설치,8,8,8,3,3,3,0.0123,5,5,5,0.0126,-0.0003,non-elected
기본권 보장,8,8,7,3,3,3,0.0123,5,5,4,0.0126,-0.0003,non-elected
기업 육성,8,8,8,3,3,3,0.0123,5,5,5,0.0126,-0.0003,non-elected
다문화 가정,8,8,8,3,3,3,0.0123,5,5,5,0.0126,-0.0003,non-elected
다자녀 가정,8,8,8,3,3,3,0.0123,5,5,5,0.0126,-0.0003,non-elected
돌봄 인력,8,8,8,3,3,3,0.0123,5,5,5,0.0126,-0.0003,non-elected
로컬푸드 직매장,8,8,8,3,3,3,0.0123,5,5,5,0.0126,-0.0003,non-elected
먹거리 산업,8,8,8,3,3,3,0.0123,5,5,5,0.0126,-0.0003,non-elected
방문 건강관리,8,8,8,3,3,3,0.0123,5,5,5,0.0126,-0.0003,non-elected
배차간격 단축,8,8,8,3,3,3,0.0123,5,5,5,0.0126,-0.0003,non-elected
보건 복지,8,8,8,3,3,3,0.0123,5,5,5,0.0126,-0.0003,non-elected
복지 구현,8,8,8,3,3,3,0.0123,5,5,5,0.0126,-0.0003,non-elected
복지 기능,8,8,7,3,3,3,0.0123,5,5,4,0.0126,-0.0003,non-elected
산학연 협력,8,8,8,3,3,3,0.0123,5,5,5,0.0126,-0.0003,non-elected
생활 복지,8,8,7,3,3,3,0.0123,5,5,4,0.0126,-0.0003,non-elected
생활 체육,8,8,8,3,3,3,0.0123,5,5,5,0.0126,-0.0003,non-elected
스타트업 유치,8,8,8,3,3,3,0.0123,5,5,5,0.0126,-0.0003,non-elected
시범사업 선정,8,8,8,3,3,3,0.0123,5,5,5,0.0126,-0.0003,non-elected
안전 환경,8,8,8,3,3,3,0.0123,5,5,5,0.0126,-0.0003,non-elected
양성 프로그램,8,8,8,3,3,3,0.0123,5,5,5,0.0126,-0.0003,non-elected
연간 방문객,8,8,8,3,3,3,0.0123,5,5,5,0.0126,-0.0003,non-elected
예측 시스템,8,8,8,3,3,3,0.0123,5,5,5,0.0126,-0.0003,non-elected
의료기관 협력,8,8,8,3,3,3,0.0123,5,5,5,0.0126,-0.0003,non-elected
정부 ai,8,8,8,3,3,3,0.0123,5,5,5,0.0126,-0.0003,non-elected
정주 여건 획기적,8,8,8,3,3,3,0.0123,5,5,5,0.0126,-0.0003,non-elected
중소기업 소상공인,8,8,8,3,3,3,0.0123,5,5,5,0.0126,-0.0003,non-elected
철도 도로,8,8,8,3,3,3,0.0123,5,5,5,0.0126,-0.0003,non-elected
케이블카 설치,8,8,8,3,3,3,0.0123,5,5,5,0.0126,-0.0003,non-elected
프로그램 본격,8,8,7,3,3,2,0.0123,5,5,5,0.0126,-0.0003,non-elected
학교 신설,8,8,8,3,3,3,0.0123,5,5,5,0.0126,-0.0003,non-elected
행정 투명성,8,8,8,3,3,3,0.0123,5,5,5,0.0126,-0.0003,non-elected
bto 방식,8,8,8,3,3,3,0.0123,5,5,5,0.0126,-0.0003,non-elected
글로벌 기업,21,21,19,8,8,6,0.0329,13,13,13,0.0328,0.0001,elected
복합 문화,21,21,21,8,8,8,0.0329,13,13,13,0.0328,0.0001,elected
의료 인프라,21,21,21,8,8,8,0.0329,13,13,13,0.0328,0.0001,elected
가공시설 유치,2,2,2,0,0,0,0,0,0,0,0,0,same
가공식품 개발,2,2,2,0,0,0,0,0,0,0,0,0,same
가구 안전,2,2,2,0,0,0,0,0,0,0,0,0,same
가까이에서 누리,2,2,2,0,0,0,0,0,0,0,0,0,same
가능한 청년 정착,2,2,2,0,0,0,0,0,0,0,0,0,same
가로림 해상교량,2,2,2,0,0,0,0,0,0,0,0,0,same
가맹점 매출,2,2,2,0,0,0,0,0,0,0,0,0,same
가점제 도입,2,2,2,0,0,0,0,0,0,0,0,0,same
가족 캠핑장,2,2,2,0,0,0,0,0,0,0,0,0,same
가치 교육,2,2,2,0,0,0,0,0,0,0,0,0,same
가칭 동부선,2,2,2,0,0,0,0,0,0,0,0,0,same
각종 인프라,2,2,2,0,0,0,0,0,0,0,0,0,same
간부회 공개,2,2,2,0,0,0,0,0,0,0,0,0,same
감성 상권,2,2,2,0,0,0,0,0,0,0,0,0,same
강력한 협력,2,2,2,0,0,0,0,0,0,0,0,0,same
개발 교육,2,2,2,0,0,0,0,0,0,0,0,0,same
개발 규모,2,2,2,0,0,0,0,0,0,0,0,0,same
개발 규제,2,2,2,0,0,0,0,0,0,0,0,0,same
개발 모두,2,2,2,0,0,0,0,0,0,0,0,0,same
개발 생산,2,2,2,0,0,0,0,0,0,0,0,0,same
개발 실증,2,2,2,0,0,0,0,0,0,0,0,0,same
개발 참여기업,2,2,2,0,0,0,0,0,0,0,0,0,same
개발 청년,2,2,2,0,0,0,0,0,0,0,0,0,same
개인정보 보호,2,2,2,0,0,0,0,0,0,0,0,0,same
개장 관광,2,2,2,0,0,0,0,0,0,0,0,0,same
개통 교통,2,2,2,0,0,0,0,0,0,0,0,0,same
거리가게 정비,2,2,2,0,0,0,0,0,0,0,0,0,same
거점 탈바꿈,2,2,2,0,0,0,0,0,0,0,0,0,same
거점항 육성,2,2,2,0,0,0,0,0,0,0,0,0,same
거점형 돌봄,2,2,2,0,0,0,0,0,0,0,0,0,same
걱정 없는 스마트,2,2,2,0,0,0,0,0,0,0,0,0,same
건강 시스템,2,2,2,0,0,0,0,0,0,0,0,0,same
건강 인프라,2,2,2,0,0,0,0,0,0,0,0,0,same
건강 프로그램,2,2,2,0,0,0,0,0,0,0,0,0,same
건강생활지원센터 확충,2,2,2,0,0,0,0,0,0,0,0,0,same
건립 문화,2,2,2,0,0,0,0,0,0,0,0,0,same
건의 협의체 구성,2,2,2,0,0,0,0,0,0,0,0,0,same
건의문 채택,2,2,2,0,0,0,0,0,0,0,0,0,same
건축기획 용역,2,2,2,0,0,0,0,0,0,0,0,0,same
것이 필수적,2,2,2,0,0,0,0,0,0,0,0,0,same
결정 행정,2,2,2,0,0,0,0,0,0,0,0,0,same
경기도립 의료원,2,2,2,0,0,0,0,0,0,0,0,0,same
경기북부 대표,2,2,2,0,0,0,0,0,0,0,0,0,same
경매 공판장,2,2,2,0,0,0,0,0,0,0,0,0,same
경쟁력 회복 청년,2,2,2,0,0,0,0,0,0,0,0,0,same
경전철 조기,2,2,2,0,0,0,0,0,0,0,0,0,same
경제 살리기,2,2,2,0,0,0,0,0,0,0,0,0,same
경제 에너지,2,2,2,0,0,0,0,0,0,0,0,0,same
경제 파급효,2,2,2,0,0,0,0,0,0,0,0,0,same
경제부담 완화,2,2,2,0,0,0,0,0,0,0,0,0,same
경제자유구역위원회 심의,2,2,2,0,0,0,0,0,0,0,0,0,same
경제적 자립 정착,2,2,2,0,0,0,0,0,0,0,0,0,same
경제청 협력,2,2,2,0,0,0,0,0,0,0,0,0,same
계층별 일자리,2,2,2,0,0,0,0,0,0,0,0,0,same
고도지구 높이규제,2,2,2,0,0,0,0,0,0,0,0,0,same
고령층 건강 증진,2,2,2,0,0,0,0,0,0,0,0,0,same
고령친화 주거,2,2,2,0,0,0,0,0,0,0,0,0,same
고령화 문제 해결,2,2,2,0,0,0,0,0,0,0,0,0,same
고소득 작목,2,2,2,0,0,0,0,0,0,0,0,0,same
고속 민간투자사업,2,2,2,0,0,0,0,0,0,0,0,0,same
고유 피해지원금,2,2,2,0,0,0,0,0,0,0,0,0,same
고임금 일자리,2,2,2,0,0,0,0,0,0,0,0,0,same
고품격 휴식 공간,2,2,2,0,0,0,0,0,0,0,0,0,same
골목 환경,2,2,2,0,0,0,0,0,0,0,0,0,same
골목경제 활력,2,2,2,0,0,0,0,0,0,0,0,0,same
공간 확충 친환경,2,2,2,0,0,0,0,0,0,0,0,0,same
공개 참여,2,2,2,0,0,0,0,0,0,0,0,0,same
공개 홈페이지,2,2,2,0,0,0,0,0,0,0,0,0,same
공공기관 로드맵 대응,2,2,2,0,0,0,0,0,0,0,0,0,same
공공기관과 협약,2,2,2,0,0,0,0,0,0,0,0,0,same
공공데이터 공개,2,2,2,0,0,0,0,0,0,0,0,0,same
공공목욕탕 건립,2,2,2,0,0,0,0,0,0,0,0,0,same
공공청사 건립,2,2,2,0,0,0,0,0,0,0,0,0,same
공급 ai,2,2,2,0,0,0,0,0,0,0,0,0,same
공급망 분산,2,2,2,0,0,0,0,0,0,0,0,0,same
공동 참여,2,2,2,0,0,0,0,0,0,0,0,0,same
공동방제 시스템,2,2,2,0,0,0,0,0,0,0,0,0,same
공동작업장 설치,2,2,2,0,0,0,0,0,0,0,0,0,same
공사 불편 최소화,2,2,2,0,0,0,0,0,0,0,0,0,same
공원 보행,2,2,2,0,0,0,0,0,0,0,0,0,same
공원 산책,2,2,2,0,0,0,0,0,0,0,0,0,same
공직 문화,2,2,2,0,0,0,0,0,0,0,0,0,same
공항 관광,2,2,2,0,0,0,0,0,0,0,0,0,same
공항 이용객,2,2,2,0,0,0,0,0,0,0,0,0,same
과반수 이상,2,2,2,0,0,0,0,0,0,0,0,0,same
과학 예술,2,2,2,0,0,0,0,0,0,0,0,0,same
관광 기업,2,2,2,0,0,0,0,0,0,0,0,0,same
관광 매력,2,2,2,0,0,0,0,0,0,0,0,0,same
관광 메카,2,2,2,0,0,0,0,0,0,0,0,0,same
관광 비율,2,2,2,0,0,0,0,0,0,0,0,0,same
관광 성과,2,2,2,0,0,0,0,0,0,0,0,0,same
관광 성지,2,2,2,0,0,0,0,0,0,0,0,0,same
관광 소득,2,2,2,0,0,0,0,0,0,0,0,0,same
관광 안내,2,2,2,0,0,0,0,0,0,0,0,0,same
관광 어우러진 대한민국,2,2,2,0,0,0,0,0,0,0,0,0,same
관광 전략,2,2,2,0,0,0,0,0,0,0,0,0,same
관광 정원,2,2,2,0,0,0,0,0,0,0,0,0,same
관광 정주,2,2,2,0,0,0,0,0,0,0,0,0,same
관광 주거,2,2,2,0,0,0,0,0,0,0,0,0,same
관광 체계,2,2,2,0,0,0,0,0,0,0,0,0,same
관광 통합,2,2,2,0,0,0,0,0,0,0,0,0,same
관광 트렌드,2,2,2,0,0,0,0,0,0,0,0,0,same
관광 푸드,2,2,2,0,0,0,0,0,0,0,0,0,same
관광 확충,2,2,2,0,0,0,0,0,0,0,0,0,same
관광객 유입 따른,2,2,2,0,0,0,0,0,0,0,0,0,same
관광업계 협력,2,2,2,0,0,0,0,0,0,0,0,0,same
관광재단 설립,2,2,2,0,0,0,0,0,0,0,0,0,same
관광콘텐츠 확충,2,2,2,0,0,0,0,0,0,0,0,0,same
관내 중학교,2,2,2,0,0,0,0,0,0,0,0,0,same
관내 학교,2,2,2,0,0,0,0,0,0,0,0,0,same
관리 관한 특별법,2,2,2,0,0,0,0,0,0,0,0,0,same
관리 물리치료,2,2,2,0,0,0,0,0,0,0,0,0,same
관리 지원시스템,2,2,2,0,0,0,0,0,0,0,0,0,same
관리권 이관,2,2,2,0,0,0,0,0,0,0,0,0,same
관리비 절감,2,2,2,0,0,0,0,0,0,0,0,0,same
광양형 ai,2,2,2,0,0,0,0,0,0,0,0,0,same
광역 환승,2,2,2,0,0,0,0,0,0,0,0,0,same
광장 공원,2,2,2,0,0,0,0,0,0,0,0,0,same
교육 사회,2,2,2,0,0,0,0,0,0,0,0,0,same
교육 성장,2,2,2,0,0,0,0,0,0,0,0,0,same
교육 정주,2,2,2,0,0,0,0,0,0,0,0,0,same
교육 채용,2,2,2,0,0,0,0,0,0,0,0,0,same
교육 현장,2,2,2,0,0,0,0,0,0,0,0,0,same
교육 홍보,2,2,2,0,0,0,0,0,0,0,0,0,same
교육비 부담 제로화,2,2,2,0,0,0,0,0,0,0,0,0,same
교육원 설립,2,2,2,0,0,0,0,0,0,0,0,0,same
교체 수도꼭지,2,2,2,0,0,0,0,0,0,0,0,0,same
교통 경관,2,2,2,0,0,0,0,0,0,0,0,0,same
교통 관리,2,2,2,0,0,0,0,0,0,0,0,0,same
교통 관제,2,2,2,0,0,0,0,0,0,0,0,0,same
교통 정주,2,2,2,0,0,0,0,0,0,0,0,0,same
교통 특화,2,2,2,0,0,0,0,0,0,0,0,0,same
교통도시 구현,2,2,2,0,0,0,0,0,0,0,0,0,same
구성 대안별,2,2,2,0,0,0,0,0,0,0,0,0,same
구성 tf,2,2,2,0,0,0,0,0,0,0,0,0,same
구성된 전담,2,2,2,0,0,0,0,0,0,0,0,0,same
구정 참여,2,2,2,0,0,0,0,0,0,0,0,0,same
구청 산하기관,2,2,2,0,0,0,0,0,0,0,0,0,same
구청장 직접 협상,2,2,2,0,0,0,0,0,0,0,0,0,same
국가 간선도로망,2,2,2,0,0,0,0,0,0,0,0,0,same
국가유공자 장애인,2,2,2,0,0,0,0,0,0,0,0,0,same
국가유산 미디어아트,2,2,2,0,0,0,0,0,0,0,0,0,same
국가전략특구 지정,2,2,2,0,0,0,0,0,0,0,0,0,same
국가하천 지정,2,2,2,0,0,0,0,0,0,0,0,0,same
국내 오프라인,2,2,2,0,0,0,0,0,0,0,0,0,same
국도 국지 건설계획,2,2,2,0,0,0,0,0,0,0,0,0,same
국립의대 설립,2,2,2,0,0,0,0,0,0,0,0,0,same
국립의학전문대학원 설립,2,2,2,0,0,0,0,0,0,0,0,0,same
국방부 협력,2,2,2,0,0,0,0,0,0,0,0,0,same
국제교류 프로그램,2,2,2,0,0,0,0,0,0,0,0,0,same
국책연구기관 유치,2,2,2,0,0,0,0,0,0,0,0,0,same
국토교통부 공간혁신구역 선도사업,2,2,2,0,0,0,0,0,0,0,0,0,same
국토부 코레일 협의체,2,2,2,0,0,0,0,0,0,0,0,0,same
군정 참여,2,2,2,0,0,0,0,0,0,0,0,0,same
궁금증 즉각,2,2,2,0,0,0,0,0,0,0,0,0,same
권역별 특성 맞춘,2,2,2,0,0,0,0,0,0,0,0,0,same
규모 대형 공연장,2,2,2,0,0,0,0,0,0,0,0,0,same
규모 ai,2,2,2,0,0,0,0,0,0,0,0,0,same
규제 완화 패키지,2,2,2,0,0,0,0,0,0,0,0,0,same
글로벌 비즈니스 허브,2,2,2,0,0,0,0,0,0,0,0,0,same
금융 소외계층,2,2,2,0,0,0,0,0,0,0,0,0,same
금융 행정,2,2,2,0,0,0,0,0,0,0,0,0,same
금융부담 완화,2,2,2,0,0,0,0,0,0,0,0,0,same
금호역 연장,2,2,2,0,0,0,0,0,0,0,0,0,same
급격한 인구,2,2,2,0,0,0,0,0,0,0,0,0,same
기능 집적화,2,2,2,0,0,0,0,0,0,0,0,0,same
기본 인프라,2,2,2,0,0,0,0,0,0,0,0,0,same
기본 튼튼한,2,2,2,0,0,0,0,0,0,0,0,0,same
기숙형 학교,2,2,2,0,0,0,0,0,0,0,0,0,same
기술 일자리,2,2,2,0,0,0,0,0,0,0,0,0,same
기업 메세나,2,2,2,0,0,0,0,0,0,0,0,0,same
기업 삼성,2,2,2,0,0,0,0,0,0,0,0,0,same
기업 선정,2,2,2,0,0,0,0,0,0,0,0,0,same
기업 세제,2,2,2,0,0,0,0,0,0,0,0,0,same
기업 애로사항,2,2,2,0,0,0,0,0,0,0,0,0,same
기업 인재,2,2,2,0,0,0,0,0,0,0,0,0,same
기업 전담,2,2,2,0,0,0,0,0,0,0,0,0,same
기업 친화,2,2,2,0,0,0,0,0,0,0,0,0,same
기업 파격,2,2,2,0,0,0,0,0,0,0,0,0,same
기업들 유치,2,2,2,0,0,0,0,0,0,0,0,0,same
기초생활 보장,2,2,2,0,0,0,0,0,0,0,0,0,same
기회 제공하,2,2,2,0,0,0,0,0,0,0,0,0,same
기획 관광,2,2,2,0,0,0,0,0,0,0,0,0,same
기획 행정,2,2,2,0,0,0,0,0,0,0,0,0,same
기후테크 산업,2,2,2,0,0,0,0,0,0,0,0,0,same
김포공항 도시재생혁신지구,2,2,2,0,0,0,0,0,0,0,0,0,same
끝까지 있는,2,2,2,0,0,0,0,0,0,0,0,0,same
남부도로사업소 부지,2,2,2,0,0,0,0,0,0,0,0,0,same
내셔널 트레일,2,2,2,0,0,0,0,0,0,0,0,0,same
넘어 문화,2,2,2,0,0,0,0,0,0,0,0,0,same
넘어 어르신,2,2,2,0,0,0,0,0,0,0,0,0,same
노동 존중받,2,2,2,0,0,0,0,0,0,0,0,0,same
노선 정비,2,2,2,0,0,0,0,0,0,0,0,0,same
노약자 장애인,2,2,2,0,0,0,0,0,0,0,0,0,same
노인회관 신축,2,2,2,0,0,0,0,0,0,0,0,0,same
노후 공업지역,2,2,2,0,0,0,0,0,0,0,0,0,same
노후 비닐하우스,2,2,2,0,0,0,0,0,0,0,0,0,same
노후 상수관,2,2,2,0,0,0,0,0,0,0,0,0,same
노후 인프라,2,2,2,0,0,0,0,0,0,0,0,0,same
노후계획도시 정비,2,2,2,0,0,0,0,0,0,0,0,0,same
논리 개발,2,2,2,0,0,0,0,0,0,0,0,0,same
