keyword,totalCount,totalPledgeCount,totalCandidateCount,electedCount,electedPledgeCount,electedCandidateCount,electedCountPerCandidate,nonElectedCount,nonElectedPledgeCount,nonElectedCandidateCount,nonElectedCountPerCandidate,perCandidateDifference,moreObservedIn
교통 혁신,20,20,20,7,7,7,0.0288,13,13,13,0.0328,-0.004,non-elected
등을 활용한,20,20,19,7,7,7,0.0288,13,13,12,0.0328,-0.004,non-elected
경제적 부담,30,30,28,12,12,11,0.0494,18,18,17,0.0455,0.0039,elected
것이 아니라,9,9,8,4,4,4,0.0165,5,5,4,0.0126,0.0039,elected
결제 시스템,9,9,9,4,4,4,0.0165,5,5,5,0.0126,0.0039,elected
관광특구 지정,9,9,9,4,4,4,0.0165,5,5,5,0.0126,0.0039,elected
기업 직접,9,9,8,4,4,3,0.0165,5,5,5,0.0126,0.0039,elected
기업 참여,9,9,8,4,4,3,0.0165,5,5,5,0.0126,0.0039,elected
대응 시스템,9,9,9,4,4,4,0.0165,5,5,5,0.0126,0.0039,elected
생활할 있는,9,9,9,4,4,4,0.0165,5,5,5,0.0126,0.0039,elected
안심할 있는,9,9,9,4,4,4,0.0165,5,5,5,0.0126,0.0039,elected
에너지 생산,9,9,8,4,4,4,0.0165,5,5,4,0.0126,0.0039,elected
요람에서 무덤,9,9,9,4,4,4,0.0165,5,5,5,0.0126,0.0039,elected
원스톱 체계,9,9,9,4,4,4,0.0165,5,5,5,0.0126,0.0039,elected
전략 산업,9,9,9,4,4,4,0.0165,5,5,5,0.0126,0.0039,elected
종사자 처우,9,9,9,4,4,4,0.0165,5,5,5,0.0126,0.0039,elected
주거 복지,9,9,9,4,4,4,0.0165,5,5,5,0.0126,0.0039,elected
주차 공간,9,9,9,4,4,4,0.0165,5,5,5,0.0126,0.0039,elected
체험형 관광,9,9,9,4,4,4,0.0165,5,5,5,0.0126,0.0039,elected
특수목적법인 설립,9,9,9,4,4,4,0.0165,5,5,5,0.0126,0.0039,elected
행정 체계,9,9,9,4,4,4,0.0165,5,5,5,0.0126,0.0039,elected
ai 드론,9,9,9,4,4,4,0.0165,5,5,5,0.0126,0.0039,elected
교육 기회,12,12,12,4,4,4,0.0165,8,8,8,0.0202,-0.0037,non-elected
교통비 부담,12,12,12,4,4,4,0.0165,8,8,8,0.0202,-0.0037,non-elected
국가정원 지정,12,12,12,4,4,4,0.0165,8,8,8,0.0202,-0.0037,non-elected
데이터 분석,12,12,12,4,4,4,0.0165,8,8,8,0.0202,-0.0037,non-elected
민생경제 회복,12,12,11,4,4,4,0.0165,8,8,7,0.0202,-0.0037,non-elected
산업 물류,12,12,12,4,4,4,0.0165,8,8,8,0.0202,-0.0037,non-elected
에너지 수익,12,12,11,4,4,4,0.0165,8,8,7,0.0202,-0.0037,non-elected
열린 행정,12,12,12,4,4,4,0.0165,8,8,8,0.0202,-0.0037,non-elected
예비타당성 통과,12,12,12,4,4,4,0.0165,8,8,8,0.0202,-0.0037,non-elected
장애인 일자리,12,12,12,4,4,4,0.0165,8,8,8,0.0202,-0.0037,non-elected
추진단 구성,17,17,10,7,7,4,0.0288,10,10,6,0.0253,0.0035,elected
생활 밀착형,25,25,24,9,9,8,0.037,16,16,16,0.0404,-0.0034,non-elected
교육 복지,25,25,25,10,10,10,0.0412,15,15,15,0.0379,0.0033,elected
대학 기업,25,25,23,10,10,10,0.0412,15,15,13,0.0379,0.0033,elected
주택 공급,25,25,24,10,10,10,0.0412,15,15,14,0.0379,0.0033,elected
가공 관광,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
개발 문화,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
개발 산업,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
거점 연결하,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
건립 행정,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
경제 플랫폼,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
고령자 복지주택,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
공공기여 기부채납,4,4,3,2,2,1,0.0082,2,2,2,0.0051,0.0031,elected
공공임대주택 건립,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
공원 문화,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
공유재산 심의,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
관광 결합,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
관광 허브,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
관광 ai,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
교육 기능,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
교통 상권,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
교통 주차,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
군부대 부지,4,4,3,2,2,1,0.0082,2,2,2,0.0051,0.0031,elected
글로벌 경쟁력 갖춘,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
글로컬 상권,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
기술 창업,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
기술 활용한 스마트,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
기업 유입,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
기업 전문,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
기업 협약,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
노동력 절감,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
놀이 돌봄,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
농촌기본소득 지급,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
대상포진 무료접종,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
대통령 직속,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
도시관리계획 변경,4,4,3,2,2,1,0.0082,2,2,2,0.0051,0.0031,elected
도심 교통,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
도심 녹지,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
도심 환경,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
도입 교육,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
돌봄 책임,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
마중물 민간,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
맞춤 돌봄,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
매출 증대 지역경제,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
무이자 대출,4,4,3,2,2,2,0.0082,2,2,1,0.0051,0.0031,elected
문화 녹지,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
문화 환경,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
문화 활력,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
방문 어려운,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
버스 정류장,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
보육 의료,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
보행 친화,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
복지 전달,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
복지 정주,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
부가가치 창출,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
부담 실질적,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
부품 국산화,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
빈집 전수조사,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
사람 찾아오,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
사회 참여,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
산림 산업,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
산업 체질,4,4,2,2,2,1,0.0082,2,2,1,0.0051,0.0031,elected
상권 분석,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
상권 살아나,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
세대 통합형,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
소규모 주택정비,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
소득증대 기여,4,4,3,2,2,1,0.0082,2,2,2,0.0051,0.0031,elected
수익 환원하,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
수익형 모델,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
순환경제 모델,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
실증 인프라,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
아동 노인,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
안심 돌봄,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
어르신 이용,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
어린 보호구역,4,4,3,2,2,1,0.0082,2,2,2,0.0051,0.0031,elected
에너지 소득,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
여성 어르신,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
영어 교육,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
예방 시스템,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
용도지역 상향,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
유기적 연결되,4,4,3,2,2,1,0.0082,2,2,2,0.0051,0.0031,elected
유통 인프라,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
육성 프로그램,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
의견서 제출,4,4,2,2,2,1,0.0082,2,2,1,0.0051,0.0031,elected
이상 의무화,4,4,3,2,2,2,0.0082,2,2,1,0.0051,0.0031,elected
이용률 제고,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
인사 시스템,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
인터넷 강의,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
인프라 집중,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
인프라 통합,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
일상 문화,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
일자리 동시,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
일자리 생활,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
일자리 소상공인,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
일자리 전환,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
있는 문화,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
있는 복지,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
자동화 시스템,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
장비 기업,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
장애인 대상,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
장애인 아동,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
전국에서 가장,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
전담조직 신설,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
전문 일자리,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
전환 교육,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
절차 마무리,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
정주인구 증가,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
제조 ai,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
주거 소득,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
주도 개발,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
주변 정비,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
지급 시스템,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
지속 가능한 구조,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
직접 결정하,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
직접 소통하,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
직접 일자리,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
창업 상권,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
창업 자금,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
첨단 인프라,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
초격차 기술,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
추진체계 구성,4,4,3,2,2,1,0.0082,2,2,2,0.0051,0.0031,elected
출산 지원금,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
충전 인프라,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
취업 프로그램,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
통합적 관리,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
통행료 인하,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
파크골프 대회,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
평생학습 프로그램,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
풀뿌리 민주주,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
프로그램 다양화,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
학교 청소년,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
항만 산업,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
햇빛연금 지급,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
행정 권한,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
행정 모델,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
행정 실천,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
현장 민원,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
환경 보전,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
환승 없이,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
효율 행정,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
ai 벨트,4,4,3,2,2,1,0.0082,2,2,2,0.0051,0.0031,elected
ai 비서,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
ai 역량,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
d센터 유치,4,4,4,2,2,2,0.0082,2,2,2,0.0051,0.0031,elected
청년 주거,38,38,36,14,14,13,0.0576,24,24,23,0.0606,-0.003,non-elected
관광 체육,12,12,12,5,5,5,0.0206,7,7,7,0.0177,0.0029,elected
배경 필요성,12,12,3,5,5,1,0.0206,7,7,2,0.0177,0.0029,elected
소상공인 경영,12,12,12,5,5,5,0.0206,7,7,7,0.0177,0.0029,elected
안전 인프라,12,12,12,5,5,5,0.0206,7,7,7,0.0177,0.0029,elected
전문가 참여하,12,12,10,5,5,5,0.0206,7,7,5,0.0177,0.0029,elected
종합병원 유치,12,12,12,5,5,5,0.0206,7,7,7,0.0177,0.0029,elected
가까운 곳에서,9,9,8,3,3,3,0.0123,6,6,5,0.0152,-0.0029,non-elected
공공 산후조리원,9,9,9,3,3,3,0.0123,6,6,6,0.0152,-0.0029,non-elected
공공의료 확충,9,9,9,3,3,3,0.0123,6,6,6,0.0152,-0.0029,non-elected
관광 수익,9,9,9,3,3,3,0.0123,6,6,6,0.0152,-0.0029,non-elected
교육 취업,9,9,9,3,3,3,0.0123,6,6,6,0.0152,-0.0029,non-elected
교통 관광,9,9,9,3,3,3,0.0123,6,6,6,0.0152,-0.0029,non-elected
교통 소외,9,9,9,3,3,3,0.0123,6,6,6,0.0152,-0.0029,non-elected
교통 흐름,9,9,9,3,3,3,0.0123,6,6,6,0.0152,-0.0029,non-elected
농업 관광,9,9,8,3,3,3,0.0123,6,6,5,0.0152,-0.0029,non-elected
대규모 민간,9,9,8,3,3,2,0.0123,6,6,6,0.0152,-0.0029,non-elected
도로 개설,9,9,9,3,3,3,0.0123,6,6,6,0.0152,-0.0029,non-elected
문화 시설,9,9,9,3,3,3,0.0123,6,6,6,0.0152,-0.0029,non-elected
분산에너지 특구,9,9,9,3,3,3,0.0123,6,6,6,0.0152,-0.0029,non-elected
산업 발전,9,9,9,3,3,3,0.0123,6,6,6,0.0152,-0.0029,non-elected
생활 환경,9,9,9,3,3,3,0.0123,6,6,6,0.0152,-0.0029,non-elected
선도지구 지정,9,9,8,3,3,3,0.0123,6,6,5,0.0152,-0.0029,non-elected
성장할 있는,9,9,8,3,3,2,0.0123,6,6,6,0.0152,-0.0029,non-elected
시설 정비,9,9,9,3,3,3,0.0123,6,6,6,0.0152,-0.0029,non-elected
시스템 가동,9,9,8,3,3,3,0.0123,6,6,5,0.0152,-0.0029,non-elected
의료비 부담,9,9,9,3,3,3,0.0123,6,6,6,0.0152,-0.0029,non-elected
지방소멸 위기,9,9,9,3,3,3,0.0123,6,6,6,0.0152,-0.0029,non-elected
특화 교육,9,9,9,3,3,3,0.0123,6,6,6,0.0152,-0.0029,non-elected
핵심 인프라,9,9,9,3,3,3,0.0123,6,6,6,0.0152,-0.0029,non-elected
행정 효율화,9,9,9,3,3,3,0.0123,6,6,6,0.0152,-0.0029,non-elected
현장 행정,9,9,9,3,3,3,0.0123,6,6,6,0.0152,-0.0029,non-elected
ai 지능형,9,9,9,3,3,3,0.0123,6,6,6,0.0152,-0.0029,non-elected
브랜드 가치,30,30,28,11,11,11,0.0453,19,19,17,0.048,-0.0027,non-elected
관리 시스템,20,20,19,8,8,8,0.0329,12,12,11,0.0303,0.0026,elected
소상공인 자영업자,20,20,20,8,8,8,0.0329,12,12,12,0.0303,0.0026,elected
이재명 정부,20,20,18,8,8,8,0.0329,12,12,10,0.0303,0.0026,elected
체험 관광,20,20,20,8,8,8,0.0329,12,12,12,0.0303,0.0026,elected
관광 거점,22,22,21,8,8,8,0.0329,14,14,13,0.0354,-0.0025,non-elected
교육 문화,43,43,40,16,16,16,0.0658,27,27,24,0.0682,-0.0024,non-elected
개발 따른,7,7,7,3,3,3,0.0123,4,4,4,0.0101,0.0022,elected
고령화 대응,7,7,7,3,3,3,0.0123,4,4,4,0.0101,0.0022,elected
관광 개발,7,7,7,3,3,3,0.0123,4,4,4,0.0101,0.0022,elected
교육 과정,7,7,7,3,3,3,0.0123,4,4,4,0.0101,0.0022,elected
국내외 기업,7,7,7,3,3,3,0.0123,4,4,4,0.0101,0.0022,elected
도입 행정,7,7,7,3,3,3,0.0123,4,4,4,0.0101,0.0022,elected
맞춤형 인재 양성,7,7,7,3,3,3,0.0123,4,4,4,0.0101,0.0022,elected
미래형 산업,7,7,7,3,3,3,0.0123,4,4,4,0.0101,0.0022,elected
범위 내에서,7,7,7,3,3,3,0.0123,4,4,4,0.0101,0.0022,elected
부울경 메가시티,7,7,4,3,3,2,0.0123,4,4,2,0.0101,0.0022,elected
사용할 있는,7,7,7,3,3,3,0.0123,4,4,4,0.0101,0.0022,elected
생산성 향상,7,7,7,3,3,3,0.0123,4,4,4,0.0101,0.0022,elected
시제품 제작,7,7,7,3,3,3,0.0123,4,4,4,0.0101,0.0022,elected
웰니스 관광,7,7,7,3,3,3,0.0123,4,4,4,0.0101,0.0022,elected
인구 유입 지역경제,7,7,7,3,3,3,0.0123,4,4,4,0.0101,0.0022,elected
인프라 부족,7,7,6,3,3,2,0.0123,4,4,4,0.0101,0.0022,elected
재생에너지 발전,7,7,7,3,3,3,0.0123,4,4,4,0.0101,0.0022,elected
창업 펀드,7,7,7,3,3,3,0.0123,4,4,4,0.0101,0.0022,elected
캠퍼스 유치,7,7,7,3,3,3,0.0123,4,4,4,0.0101,0.0022,elected
키우기 가장 좋은,7,7,7,3,3,3,0.0123,4,4,4,0.0101,0.0022,elected
통합 시스템,7,7,7,3,3,3,0.0123,4,4,4,0.0101,0.0022,elected
투명하게 공개,7,7,7,3,3,3,0.0123,4,4,4,0.0101,0.0022,elected
특화 프로그램,7,7,7,3,3,3,0.0123,4,4,4,0.0101,0.0022,elected
필수 농자재,7,7,7,3,3,3,0.0123,4,4,4,0.0101,0.0022,elected
해양 관광,7,7,6,3,3,2,0.0123,4,4,4,0.0101,0.0022,elected
행정 기능,7,7,7,3,3,3,0.0123,4,4,4,0.0101,0.0022,elected
ai 인재,7,7,7,3,3,3,0.0123,4,4,4,0.0101,0.0022,elected
관광 경제,14,14,14,5,5,5,0.0206,9,9,9,0.0227,-0.0021,non-elected
직접 참여,14,14,14,5,5,5,0.0206,9,9,9,0.0227,-0.0021,non-elected
효율성 제고,14,14,14,5,5,5,0.0206,9,9,9,0.0227,-0.0021,non-elected
일자리 창업,15,15,15,6,6,6,0.0247,9,9,9,0.0227,0.002,elected
청년 소상공인,15,15,15,6,6,6,0.0247,9,9,9,0.0227,0.002,elected
개발 수익,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
건강 문화,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
고밀 개발,6,6,5,2,2,2,0.0082,4,4,3,0.0101,-0.0019,non-elected
관광 상품화,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
관광 으로,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
관광 일자리,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
교육 행정,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
교통 거점,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
교통 체증,6,6,5,2,2,1,0.0082,4,4,4,0.0101,-0.0019,non-elected
교통정체 해소,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
국책사업 유치,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
금융기관 협약,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
기업 집중,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
누구나 안심,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
도시개발구역 지정,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
도입 민원,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
독거 어르신,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
물류 에너지,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
발생한 수익,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
버스 운행,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
보육 돌봄,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
보행 안전,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
복지 공간,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
복지 증진,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
복지 통합,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
복지 혜택,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
부지 인프라,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
비즈니스 모델,6,6,5,2,2,2,0.0082,4,4,3,0.0101,-0.0019,non-elected
상권 부활,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
시스템 혁신,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
신청사 건립,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
안심 복지,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
어려움 겪는,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
어르신 노후,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
어르신 의료,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
에너지 관리,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
에너지 효율,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
여성 일자리,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
연관 산업,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
연구소 유치,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
유치 관광,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
유치 인프라,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
유통 시스템,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
이동할 있는,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
있는 돌봄,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
장애인 전용,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
저금리 융자,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
주식회사 설립,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
증가 상권,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
지역인재 채용,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
직접 운영하,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
참여 방식,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
청년 예술인,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
친화 환경,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
테마 관광,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
학교 주변,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
해결할 있는,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
홍보 마케팅,6,6,6,2,2,2,0.0082,4,4,4,0.0101,-0.0019,non-elected
전문인력 양성,23,23,21,9,9,9,0.037,14,14,12,0.0354,0.0016,elected
의료 교육,19,19,18,7,7,6,0.0288,12,12,12,0.0303,-0.0015,non-elected
태양광 발전,19,19,19,7,7,7,0.0288,12,12,12,0.0303,-0.0015,non-elected
교통 시스템,10,10,10,4,4,4,0.0165,6,6,6,0.0152,0.0013,elected
도서관 건립,10,10,10,4,4,4,0.0165,6,6,6,0.0152,0.0013,elected
문화 상권,10,10,10,4,4,4,0.0165,6,6,6,0.0152,0.0013,elected
복지 시스템,10,10,10,4,4,4,0.0165,6,6,6,0.0152,0.0013,elected
빈집 정비,10,10,10,4,4,4,0.0165,6,6,6,0.0152,0.0013,elected
